internal_drug_id,query_name,candidate_rxcui,candidate_name,candidate_tty,match_method,match_score,selected_as_final,selection_reason
DRUG_001756,"6-({[3-(2,6-Dichlorophenyl)-5-methyl-1,2-oxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",2968,cyclacillin,IN,approximate_lookup,51.52952125369335,0,Alternative candidate
DRUG_001762,Guaifenesin,5032,guaifenesin,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001768,Minoxidil,6984,minoxidil,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001774,Pemoline,7966,pemoline,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001775,"3,3-Dimethyl-7-oxo-6-[(2-phenoxyacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",7984,penicillin V,IN,approximate_lookup,53.88274068469479,0,Alternative candidate
DRUG_001777,"6-{[{[(4-Ethyl-2,3-dioxopiperazin-1-yl)carbonyl]amino}(phenyl)acetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",8339,piperacillin,IN,approximate_lookup,58.72310096935891,0,Alternative candidate
DRUG_001777,"6-{[{[(4-Ethyl-2,3-dioxopiperazin-1-yl)carbonyl]amino}(phenyl)acetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",2015,carbenicillin,IN,approximate_lookup,52.84262094966789,0,Alternative candidate
DRUG_001777,"6-{[{[(4-Ethyl-2,3-dioxopiperazin-1-yl)carbonyl]amino}(phenyl)acetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",2968,cyclacillin,IN,approximate_lookup,51.90492336151495,0,Alternative candidate
DRUG_001777,"6-{[{[(4-Ethyl-2,3-dioxopiperazin-1-yl)carbonyl]amino}(phenyl)acetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",2181306,methicillin,IN,approximate_lookup,50.53802051927745,0,Alternative candidate
DRUG_001779,Rofecoxib,232158,rofecoxib,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001786,Medroxyprogesterone,6691,medroxyprogesterone,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001787,Behenyl Alcohol,594680,docosanol,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001788,Arsenic Trioxide,18330,arsenic trioxide,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001789,Megestrol,6703,megestrol,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001797,"(3R,4R,5S,6R)-5-(((2R,3R,4R,5S,6R)-5-(((2R,3R,4S,5S,6R)-3,4-dihydroxy-6-methyl-5-(((1S,4R,5S,6S)-4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl)amino)oxan-2-yl)oxy)-3,4-dihydroxy-6-(hydroxymethyl)oxan-2-yl)oxy)-6-(hydroxymethyl)oxane-2,3,4-triol",10114,streptozocin,IN,approximate_lookup,67.75472006033249,0,Alternative candidate
DRUG_001797,"(3R,4R,5S,6R)-5-(((2R,3R,4R,5S,6R)-5-(((2R,3R,4S,5S,6R)-3,4-dihydroxy-6-methyl-5-(((1S,4R,5S,6S)-4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl)amino)oxan-2-yl)oxy)-3,4-dihydroxy-6-(hydroxymethyl)oxan-2-yl)oxy)-6-(hydroxymethyl)oxane-2,3,4-triol",42372,mupirocin,IN,approximate_lookup,67.19368920056041,0,Alternative candidate
DRUG_001797,"(3R,4R,5S,6R)-5-(((2R,3R,4R,5S,6R)-5-(((2R,3R,4S,5S,6R)-3,4-dihydroxy-6-methyl-5-(((1S,4R,5S,6S)-4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl)amino)oxan-2-yl)oxy)-3,4-dihydroxy-6-(hydroxymethyl)oxan-2-yl)oxy)-6-(hydroxymethyl)oxane-2,3,4-triol",2054252,migalastat,IN,approximate_lookup,66.2075428027781,0,Alternative candidate
DRUG_001804,Acamprosate,82819,acamprosate,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001805,"3-[[2-[2-[2-[[2-[[4-[[2-[[6-amino-2-[3-amino-1-[(2,3-diamino-3-oxopropyl)amino]-3-oxopropyl]-5-methylpyrimidine-4-carbonyl]amino]-3-[(2R,3S,4S,5S,6S)-3-[(2R,3S,4S,5R,6R)-4-carbamoyloxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-(1H-imidazol-5-yl)propanoyl]amino]-3-hydroxy-2-methylpentanoyl]amino]-3-hydroxybutanoyl]amino]ethyl]-1,3-thiazol-4-yl]-1,3-thiazole-4-carbonyl]amino]propyl-dimethylsulfanium",44157,cladribine,IN,approximate_lookup,82.82045165955509,0,Alternative candidate
DRUG_001805,"3-[[2-[2-[2-[[2-[[4-[[2-[[6-amino-2-[3-amino-1-[(2,3-diamino-3-oxopropyl)amino]-3-oxopropyl]-5-methylpyrimidine-4-carbonyl]amino]-3-[(2R,3S,4S,5S,6S)-3-[(2R,3S,4S,5R,6R)-4-carbamoyloxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-(1H-imidazol-5-yl)propanoyl]amino]-3-hydroxy-2-methylpentanoyl]amino]-3-hydroxybutanoyl]amino]ethyl]-1,3-thiazol-4-yl]-1,3-thiazole-4-carbonyl]amino]propyl-dimethylsulfanium",44151,clofarabine,IN,approximate_lookup,80.69419736490865,0,Alternative candidate
DRUG_001805,"3-[[2-[2-[2-[[2-[[4-[[2-[[6-amino-2-[3-amino-1-[(2,3-diamino-3-oxopropyl)amino]-3-oxopropyl]-5-methylpyrimidine-4-carbonyl]amino]-3-[(2R,3S,4S,5S,6S)-3-[(2R,3S,4S,5R,6R)-4-carbamoyloxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-(1H-imidazol-5-yl)propanoyl]amino]-3-hydroxy-2-methylpentanoyl]amino]-3-hydroxybutanoyl]amino]ethyl]-1,3-thiazol-4-yl]-1,3-thiazole-4-carbonyl]amino]propyl-dimethylsulfanium",1272,aztreonam,IN,approximate_lookup,79.00050360877843,0,Alternative candidate
DRUG_001809,Valdecoxib,278567,valdecoxib,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001810,Olmesartan Medoxomil,118463,olmesartan medoxomil,PIN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001815,Gadoversetamide,228833,gadoversetamide,IN,exact_name_lookup,100.0,1,Top matching score candidate
